id,date_account_created,timestamp_first_active,date_first_booking,gender,age,signup_method,signup_flow,language,affiliate_channel,affiliate_provider,first_affiliate_tracked,signup_app,first_device_type,first_browser,country_destination
w7wglgboel,2013-03-07,2013-03-07 06:42:34,,-unknown-,,basic,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,NDF
hzecyb823w,2012-11-11,2012-11-11 11:06:28,2012-11-28,MALE,33.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,other
82lfoc77rc,2012-11-26,2012-11-26 06:27:52,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF
yqjwoxbdd1,2012-03-08,2012-03-08 08:54:52,,MALE,61.0,facebook,0,en,direct,direct,omg,Web,Android Tablet,IE,NDF
om7kt0gjdx,2013-12-13,2013-12-13 21:01:13,,FEMALE,34.0,facebook,0,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,NDF
jolxqy2xdi,2014-02-11,2014-02-11 03:52:41,2014-02-11,MALE,30.0,facebook,12,en,api,other,product,iOS,iPhone,Mobile Safari,US
fxo62pg037,2014-04-26,2014-04-26 16:59:24,,-unknown-,105.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,NDF
4k64phngd8,2013-12-09,2013-12-09 18:06:27,,-unknown-,53.0,basic,0,en,direct,direct,untracked,Web,Windows Desktop,IE,NDF
cnzwqk4d4k,2011-12-15,2011-12-15 18:07:25,2012-02-20,FEMALE,,basic,3,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
qqejhixn2d,2012-11-29,2012-11-29 01:02:07,,MALE,45.0,facebook,0,en,sem-non-brand,google,linked,Web,Windows Desktop,Chrome,NDF
fxv9idkecj,2014-02-04,2014-02-04 20:29:47,,-unknown-,,basic,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Safari,NDF
tjwnf3i9jm,2013-02-01,2013-02-01 07:11:57,,MALE,51.0,facebook,0,en,sem-brand,google,linked,Web,Mac Desktop,Chrome,NDF
l7lk4yf07s,2014-02-03,2014-02-03 06:33:08,,FEMALE,37.0,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF
1n8gq9itt1,2014-05-23,2014-05-23 20:21:12,,MALE,23.0,facebook,0,it,sem-brand,google,omg,Web,Mac Desktop,Safari,NDF
qmrbqtixl1,2014-03-04,2014-03-04 23:22:38,2014-03-05,FEMALE,33.0,basic,0,en,seo,google,untracked,Web,Mac Desktop,Chrome,US
msqsv8x8k1,2014-01-14,2014-01-14 23:52:13,,-unknown-,32.0,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF
wpsv2lr0tc,2013-08-07,2013-08-07 04:40:15,2013-09-02,-unknown-,,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US
fl76m8er5u,2013-03-27,2013-03-27 22:26:34,2013-03-28,MALE,30.0,facebook,12,en,api,other,untracked,iOS,Mac Desktop,Firefox,other
4n32dm2435,2014-01-01,2014-01-01 06:41:20,2014-01-01,MALE,42.0,basic,0,en,other,facebook-open-graph,linked,Web,Mac Desktop,Safari,US
6nxm8crgn6,2014-02-14,2014-02-14 23:32:09,2014-02-15,FEMALE,30.0,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,Firefox,US
v63mipa81y,2014-01-12,2014-01-12 01:12:56,,-unknown-,,basic,25,en,direct,direct,,iOS,Other/Unknown,-unknown-,NDF
mcb64kkbga,2013-05-22,2013-05-22 04:02:43,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Windows Desktop,IE,NDF
0va30gme0a,2012-09-20,2012-09-20 21:56:47,,FEMALE,,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,NDF
4g9jz7572t,2013-11-12,2013-11-12 01:45:10,2013-11-12,FEMALE,30.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,other
srmjig9ymg,2014-03-28,2014-03-28 23:06:49,,MALE,53.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,NDF
r6kuogau36,2014-06-07,2014-06-07 04:14:52,2014-06-07,-unknown-,19.0,basic,0,en,direct,direct,untracked,Web,iPad,Chrome Mobile,FR
8zurjujpsv,2013-12-18,2013-12-18 19:45:57,,-unknown-,,basic,0,en,other,other,linked,Web,Windows Desktop,Chrome,NDF
1afat8j7gs,2013-08-01,2013-08-01 22:39:54,2013-08-06,FEMALE,24.0,facebook,12,nl,api,other,untracked,Android,Windows Desktop,Chrome,other
b3fswxnf8c,2013-09-16,2013-09-16 03:42:09,2013-09-16,FEMALE,31.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,ES
l2bt8qhv9z,2011-09-14,2011-09-14 07:47:34,2011-10-05,-unknown-,,basic,0,en,direct,direct,,Web,Other/Unknown,-unknown-,US
l45qe1ps0i,2013-02-04,2013-02-04 20:40:11,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF
f7pysgi5pw,2014-01-06,2014-01-06 05:23:14,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF
7ok79p5lne,2012-03-15,2012-03-15 16:43:19,,MALE,87.0,facebook,0,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
ivpunwj6vs,2014-01-06,2014-01-06 04:36:32,,-unknown-,30.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,NDF
3dwfy3whjp,2014-04-09,2014-04-09 10:19:11,2014-04-09,FEMALE,25.0,facebook,0,en,seo,facebook,linked,Web,Mac Desktop,Chrome,ES
ar40y7pmay,2012-12-20,2012-12-20 21:03:45,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF
itlz1l0ete,2013-05-06,2013-05-06 17:02:45,,FEMALE,25.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF
t2lkbgg2d6,2014-04-23,2014-04-23 14:38:41,,FEMALE,40.0,basic,25,en,direct,direct,untracked,iOS,iPhone,-unknown-,NDF
albsr5pn3u,2011-07-14,2011-07-14 05:12:34,2011-07-14,-unknown-,,basic,3,en,other,other,,Web,Other/Unknown,-unknown-,US
opj94osk9g,2012-04-03,2012-04-03 02:31:57,2012-04-03,MALE,42.0,basic,0,en,direct,direct,omg,Web,Mac Desktop,Safari,DE
645xnk91jw,2013-12-07,2013-12-07 02:29:48,,MALE,23.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,NDF
bdf2w5rmz8,2013-03-06,2013-03-06 21:40:42,,FEMALE,28.0,facebook,0,en,sem-brand,google,untracked,Web,Mac Desktop,Chrome,NDF
qk495smz1o,2013-10-02,2013-10-02 22:54:38,2013-10-03,-unknown-,53.0,basic,0,en,sem-non-brand,google,omg,Web,Android Tablet,IE,other
y95lr71yag,2012-05-18,2012-05-18 16:57:07,,MALE,23.0,facebook,0,en,other,facebook-open-graph,omg,Web,Windows Desktop,Chrome,NDF
0qfm4sl1on,2013-12-27,2013-12-27 00:53:09,,-unknown-,,basic,0,en,sem-brand,google,omg,Web,iPad,Chrome Mobile,NDF
ccm13vuxch,2012-09-11,2012-09-11 05:45:36,,MALE,31.0,basic,3,en,sem-non-brand,google,omg,Web,Windows Desktop,Chrome,NDF
5lo8pac2bz,2013-12-04,2013-12-04 19:09:22,,FEMALE,,basic,25,en,direct,direct,untracked,iOS,iPhone,-unknown-,NDF
ei98v6vuus,2013-10-08,2013-10-08 20:11:25,2013-10-09,FEMALE,27.0,facebook,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,US
nn4hgfr846,2013-07-07,2013-07-07 19:50:33,2013-07-07,-unknown-,56.0,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,IE,US
0ads1rpxbm,2013-07-25,2013-07-25 17:14:08,2013-08-27,-unknown-,,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US
egobq9jz19,2014-02-18,2014-02-18 18:30:30,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Windows Desktop,IE,NDF
3z9sejcunx,2014-02-23,2014-02-23 00:13:15,,-unknown-,,basic,25,en,direct,direct,,iOS,Other/Unknown,-unknown-,NDF
aiw3fa6qj4,2013-07-15,2013-07-15 17:47:26,,-unknown-,,basic,0,en,sem-non-brand,google,omg,Web,Windows Desktop,IE,NDF
d3nwzgoluj,2012-09-20,2012-09-20 05:37:59,2012-11-07,-unknown-,,basic,0,en,direct,direct,untracked,Web,Windows Desktop,IE,AU
nvprijzdk4,2014-02-10,2014-02-10 00:22:57,,-unknown-,,basic,25,en,direct,direct,untracked,iOS,iPhone,-unknown-,NDF
jqkogg6e61,2013-11-02,2013-11-02 20:38:55,2013-11-02,-unknown-,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US
1xcv2o5rqk,2013-06-30,2013-06-30 14:26:09,,-unknown-,,basic,0,en,direct,direct,untracked,Web,iPad,Mobile Safari,NDF
gti7llm50b,2014-06-10,2014-06-10 20:59:33,2014-06-10,-unknown-,,basic,25,en,direct,direct,omg,iOS,Windows Desktop,Firefox,other
j7tbaprdnq,2013-07-12,2013-07-12 22:03:49,2013-07-14,FEMALE,35.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
opfnu5i9vg,2013-05-25,2013-05-25 18:21:22,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Firefox,NDF
424zyz6u69,2013-09-09,2013-09-09 18:51:43,,-unknown-,,basic,0,en,content,google,omg,Web,Windows Desktop,Chrome,NDF
s0wwoodvt9,2014-04-25,2014-04-25 06:49:21,2014-04-25,MALE,42.0,basic,0,en,direct,direct,untracked,Web,Android Tablet,IE,US
w5z9alcmbn,2013-05-17,2013-05-17 02:56:12,2013-05-17,-unknown-,,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US
b9ohxc6jdt,2012-05-08,2012-05-08 06:45:33,,FEMALE,55.0,facebook,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF
5ue2n1echg,2014-05-09,2014-05-09 03:54:04,,MALE,33.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF
vtz2wp1lz8,2012-08-22,2012-08-22 03:30:40,2012-08-23,FEMALE,37.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,CA
mslbzdu7w9,2013-11-10,2013-11-10 20:12:12,2013-12-25,MALE,35.0,basic,12,en,api,other,untracked,Android,Other/Unknown,-unknown-,US
b8qhojt93v,2012-02-28,2012-02-28 10:36:19,,MALE,37.0,facebook,0,de,sem-non-brand,vast,,Web,Other/Unknown,-unknown-,NDF
6918vjf0x2,2014-03-26,2014-03-26 16:00:21,2014-03-29,FEMALE,64.0,basic,23,en,direct,direct,untracked,Android,Other/Unknown,-unknown-,US
ojexeoprit,2014-03-13,2014-03-13 22:09:41,,-unknown-,23.0,basic,25,en,direct,direct,tracked-other,iOS,iPhone,Mobile Safari,NDF
kfrjxe5ugh,2013-01-25,2013-01-25 06:33:31,,-unknown-,,basic,0,en,direct,direct,linked,Web,iPad,Mobile Safari,NDF
8po1b1ermg,2013-02-07,2013-02-07 19:56:30,,MALE,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF
yzpdi551f9,2013-03-29,2013-03-29 18:15:20,2013-04-05,FEMALE,32.0,facebook,0,en,direct,direct,untracked,Web,Windows Desktop,IE,US
x5zjzqb5b8,2013-08-12,2013-08-12 21:28:22,2013-08-16,FEMALE,23.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US
74kswwavsm,2014-05-06,2014-05-06 17:07:19,2014-05-06,-unknown-,,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Firefox,US
9wrlke5v2d,2012-08-06,2012-08-06 22:14:01,,MALE,30.0,facebook,12,en,api,other,linked,Web,iPad,Mobile Safari,NDF
rwccc7ujcc,2011-09-28,2011-09-28 19:43:25,,-unknown-,,basic,3,en,direct,direct,untracked,Web,Mac Desktop,Firefox,NDF
6fi0hj1abh,2013-03-30,2013-03-30 19:24:16,,-unknown-,,basic,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,NDF
ehgqyq0uyn,2014-06-21,2014-06-21 23:25:38,,-unknown-,,basic,0,en,direct,direct,linked,Moweb,iPhone,Mobile Safari,NDF
57erafhg5v,2012-07-30,2012-07-30 23:35:33,,MALE,,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Firefox,NDF
qcmrmbcwx2,2013-12-14,2013-12-14 21:31:30,,-unknown-,,basic,0,en,sem-non-brand,vast,omg,Web,Windows Desktop,Chrome,NDF
0jfk9gpje5,2014-06-17,2014-06-17 04:14:03,,-unknown-,,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Chrome,NDF
n8sg3g63xo,2013-10-09,2013-10-09 16:06:12,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF
8x4feszq82,2013-03-17,2013-03-17 20:26:48,2013-03-18,MALE,24.0,facebook,0,en,direct,direct,untracked,Web,Windows Desktop,Firefox,US
uewsw9hroj,2012-04-25,2012-04-25 18:04:48,2012-04-29,FEMALE,22.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Firefox,GB
64ys9gpery,2013-09-25,2013-09-25 02:01:24,,-unknown-,,basic,12,en,api,other,untracked,Android,Other/Unknown,-unknown-,NDF
cohy8ja9cp,2012-07-23,2012-07-23 21:41:47,,MALE,36.0,facebook,0,en,direct,direct,linked,Web,Windows Desktop,Firefox,NDF
00ks7khhe9,2012-10-25,2012-10-25 01:59:48,,FEMALE,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF
ihmze8usya,2012-03-24,2012-03-24 17:20:42,,FEMALE,,basic,3,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
0vxsyhp0rj,2011-10-11,2011-10-11 13:24:59,,-unknown-,,basic,3,en,direct,direct,untracked,Web,iPhone,-unknown-,NDF
3eopkvecgz,2013-05-06,2013-05-06 00:52:32,2014-01-08,MALE,47.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US
59pxs28cs3,2014-05-05,2014-05-05 15:19:49,,-unknown-,,basic,0,en,content,google,omg,Web,Mac Desktop,Safari,NDF
swa5nuvbdn,2013-09-20,2013-09-20 02:11:19,2013-09-20,MALE,57.0,facebook,0,en,sem-non-brand,google,linked,Web,Mac Desktop,Safari,US
5fw85a72cy,2012-03-27,2012-03-27 03:02:26,,FEMALE,45.0,facebook,3,en,other,craigslist,linked,Web,Windows Desktop,IE,NDF
r0hgcu476f,2013-07-18,2013-07-18 16:16:39,2013-07-18,-unknown-,,basic,0,en,sem-brand,google,omg,Web,Desktop (Other),Firefox,US
4qy0f9fr32,2014-05-20,2014-05-20 18:56:59,2014-05-21,MALE,22.0,facebook,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,NL
noewva2igr,2013-11-11,2013-11-11 05:14:53,,-unknown-,,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,Firefox,NDF
w75wwlzlht,2013-03-11,2013-03-11 02:16:59,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF
d190h2cpcs,2013-02-17,2013-02-17 00:38:21,,-unknown-,27.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF
rnfy2vy9mj,2014-05-13,2014-05-13 04:01:38,,-unknown-,,basic,24,en,direct,direct,linked,Moweb,iPhone,Mobile Safari,NDF
g972fzp29b,2014-06-16,2014-06-16 10:50:59,,-unknown-,,basic,25,en,direct,direct,linked,iOS,iPhone,Mobile Safari,NDF
cvunjzzabf,2014-01-16,2014-01-16 01:16:51,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,NDF
os8q22wccr,2014-03-22,2014-03-22 03:58:54,,MALE,34.0,facebook,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,NDF
89zpi33r8a,2012-05-19,2012-05-19 20:02:04,,FEMALE,45.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF
xb6ptycf5q,2013-06-14,2013-06-14 04:59:01,,MALE,34.0,basic,0,en,other,other,tracked-other,Web,Mac Desktop,Safari,NDF
9wlufb9bc2,2013-07-17,2013-07-17 21:36:24,,FEMALE,27.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,NDF
joml9bksxt,2013-06-20,2013-06-20 22:38:46,2013-06-22,-unknown-,42.0,basic,0,en,sem-brand,google,linked,Web,Mac Desktop,Firefox,US
jt444exfzy,2011-01-19,2011-01-19 00:39:04,2012-01-13,MALE,53.0,basic,2,en,direct,direct,untracked,Web,Windows Desktop,IE,US
7mgo1t1oly,2013-05-09,2013-05-09 22:38:33,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,NDF
dtw3t9nymx,2013-04-19,2013-04-19 23:55:50,,MALE,31.0,facebook,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,NDF
41kx7futau,2014-01-17,2014-01-17 01:31:02,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Desktop (Other),Chrome,NDF
smtgk3w6zm,2013-03-18,2013-03-18 01:45:58,,FEMALE,59.0,basic,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Safari,NDF
tssigb06g1,2014-05-23,2014-05-23 05:35:08,2014-05-25,FEMALE,57.0,basic,0,en,direct,direct,omg,Web,Mac Desktop,Safari,FR
n29j66bwur,2014-03-25,2014-03-25 06:01:16,,FEMALE,26.0,facebook,12,en,api,other,linked,iOS,iPhone,Mobile Safari,NDF
d54xerpzxy,2013-01-17,2013-01-17 00:46:37,,FEMALE,35.0,facebook,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,NDF
tnbd7e57yg,2012-05-23,2012-05-23 23:06:09,2012-05-24,-unknown-,29.0,basic,3,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
sffge8hlph,2013-10-17,2013-10-17 23:32:00,,-unknown-,,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,IE,NDF
v9dskkhm36,2013-09-16,2013-09-16 09:37:24,,FEMALE,41.0,basic,0,en,direct,direct,untracked,Web,iPhone,Mobile Safari,NDF
4zonyssm50,2013-06-10,2013-06-10 03:23:28,,-unknown-,36.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF
bi2d86g8xl,2013-12-31,2013-12-31 01:06:39,2014-01-04,-unknown-,,basic,0,en,direct,direct,linked,Web,Mac Desktop,Firefox,US
21fy8f5p0a,2014-04-04,2014-04-04 22:15:32,,-unknown-,,basic,0,en,direct,direct,linked,Web,Windows Desktop,IE,NDF
jne2y6c1xm,2012-02-24,2012-02-24 07:23:51,,MALE,34.0,facebook,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,NDF
a55rdm6zz7,2013-09-09,2013-09-09 04:05:05,,MALE,32.0,facebook,0,en,direct,direct,untracked,Web,iPad,Mobile Safari,NDF
8fda302cv2,2012-08-06,2012-08-06 23:01:37,,-unknown-,,basic,0,en,direct,direct,linked,Web,Windows Desktop,IE,NDF
k9o5427hdn,2011-04-16,2011-04-16 17:42:10,2011-04-16,FEMALE,44.0,basic,3,en,direct,direct,untracked,Web,Windows Desktop,IE,US
m0df5er0mz,2012-07-23,2012-07-23 00:30:18,,FEMALE,,basic,3,en,direct,direct,linked,Web,iPad,Mobile Safari,NDF
v6hea2ij15,2014-01-31,2014-01-31 14:00:39,,MALE,41.0,facebook,0,en,sem-non-brand,vast,omg,Web,Windows Desktop,Chrome,NDF
9vyb8jfzbj,2012-08-20,2012-08-20 05:31:46,,-unknown-,,basic,0,en,other,other,tracked-other,Web,Windows Desktop,IE,NDF
l30q4eh13r,2014-04-25,2014-04-25 23:02:56,,-unknown-,,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,NDF
zkxn77625q,2014-01-28,2014-01-28 18:49:46,2014-02-06,MALE,32.0,basic,25,en,direct,direct,untracked,iOS,iPhone,Mobile Safari,US
6nrgpzdr9w,2013-06-22,2013-06-22 21:14:20,2013-06-22,FEMALE,26.0,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Firefox,US
sz38v1vxex,2013-07-24,2013-07-24 19:51:07,2013-07-24,-unknown-,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US
xjxiypd0en,2012-08-27,2012-08-27 18:17:44,2012-08-28,MALE,73.0,facebook,0,en,sem-non-brand,google,omg,Web,Windows Desktop,Chrome,US
a18k6542jk,2013-09-17,2013-09-17 03:37:08,2013-09-25,-unknown-,35.0,basic,0,ja,content,google,linked,Web,iPad,Mobile Safari,US
1uh294fy34,2013-04-01,2013-04-01 01:53:23,,-unknown-,,basic,0,en,direct,direct,linked,Web,iPad,Mobile Safari,NDF
lju4n3j8oi,2013-11-04,2013-11-04 20:26:01,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF
x3wgij72jl,2012-11-21,2012-11-21 03:25:52,2013-05-29,FEMALE,23.0,facebook,0,en,sem-non-brand,google,untracked,Web,Mac Desktop,Safari,other
lnm35k2uu4,2012-08-27,2012-08-27 17:47:04,,MALE,,basic,0,en,direct,direct,untracked,Web,Windows Desktop,IE,NDF
3diruv019v,2013-08-25,2013-08-25 05:14:27,2013-08-26,MALE,36.0,basic,24,en,direct,direct,untracked,Moweb,iPad,Mobile Safari,US
dh0jpjsbf5,2014-04-17,2014-04-17 20:31:53,2014-04-18,-unknown-,41.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,US
073qx7szma,2012-10-09,2012-04-23 15:06:51,2012-10-09,MALE,31.0,facebook,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,ES
i93g6c6ypw,2011-10-29,2011-10-29 16:15:12,,-unknown-,,basic,2,en,direct,direct,linked,Web,Windows Desktop,Chrome,NDF
mr53zwoocw,2012-07-24,2012-07-24 04:04:28,,-unknown-,,basic,0,en,sem-non-brand,google,omg,Web,iPad,Mobile Safari,NDF
xbyg4feomn,2014-02-07,2014-02-07 03:31:42,,FEMALE,28.0,facebook,0,en,sem-brand,google,linked,Web,Mac Desktop,Safari,NDF
254dbgjuad,2013-08-18,2013-08-18 05:40:02,2013-10-20,-unknown-,36.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
nghhr48idp,2011-06-02,2011-06-02 05:55:09,2011-06-02,MALE,33.0,basic,3,en,sem-non-brand,google,untracked,Web,Windows Desktop,Chrome,US
0elc8gugty,2013-12-07,2013-12-07 18:42:00,,-unknown-,,basic,25,en,direct,direct,,iOS,Other/Unknown,-unknown-,NDF
t6a17dmjug,2013-08-24,2013-08-24 01:49:16,,-unknown-,,basic,23,en,direct,direct,untracked,Android,Other/Unknown,-unknown-,NDF
ayk9y00vhh,2013-03-17,2013-03-17 01:52:36,2013-03-17,FEMALE,,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,Firefox,FR
hgen916owp,2012-09-06,2012-09-06 04:30:58,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Windows Desktop,IE,NDF
8315a37jgs,2013-02-25,2013-02-25 07:25:38,,-unknown-,,basic,0,en,direct,direct,linked,Web,Windows Desktop,Firefox,NDF
6iq19mm29b,2013-10-17,2013-10-17 02:53:23,,FEMALE,62.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,IE,NDF
klnl9h7xnn,2012-10-18,2012-10-18 19:33:39,2012-10-20,MALE,32.0,basic,12,en,api,other,linked,Android,Mac Desktop,Chrome,US
1x6n9l60og,2013-02-13,2013-02-13 22:28:58,,-unknown-,,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,NDF
eb1mqk6gwh,2012-05-11,2012-05-11 18:13:17,2012-05-12,FEMALE,34.0,basic,0,en,sem-non-brand,google,omg,Web,Windows Desktop,IE,US
8xs0lgtxpr,2013-06-11,2013-06-11 08:50:15,,MALE,25.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,NDF
sc4l3p5ddg,2014-05-13,2014-05-13 15:32:17,,FEMALE,31.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,NDF
d9yalhq39w,2012-12-04,2012-12-04 20:05:45,,-unknown-,,basic,0,en,direct,direct,linked,Web,iPhone,Mobile Safari,NDF
v363txoa7d,2014-05-01,2014-05-01 04:35:12,,-unknown-,,basic,24,zh,direct,direct,untracked,Moweb,iPhone,Mobile Safari,NDF
ixf18woj1z,2013-11-22,2013-11-22 07:16:28,2013-11-22,FEMALE,26.0,facebook,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,US
ysr3f8ujwb,2013-11-30,2013-11-30 22:10:55,,-unknown-,,basic,12,en,api,other,untracked,Android,Other/Unknown,-unknown-,NDF
e9mdy344ne,2014-06-23,2014-06-23 19:27:34,,-unknown-,,basic,0,en,direct,direct,linked,Web,Windows Desktop,Firefox,NDF
heid3utbsk,2013-08-13,2013-08-13 16:57:56,,-unknown-,,basic,0,en,sem-non-brand,google,omg,Web,Windows Desktop,Chrome,NDF
v4uhwj7f9b,2014-04-17,2014-04-17 06:28:23,2014-04-19,-unknown-,,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,IT
7ie6u4nr82,2014-03-26,2014-03-26 00:17:03,2014-06-28,FEMALE,26.0,basic,24,en,direct,direct,linked,Moweb,Mac Desktop,Safari,US
j6eingwygx,2013-03-08,2013-03-08 22:04:54,2013-03-10,FEMALE,39.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,NL
8jfbxtplrv,2014-04-29,2014-04-29 22:40:24,,-unknown-,,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,Firefox,NDF
y8an7h5wca,2012-08-11,2012-08-11 04:21:23,2012-08-11,MALE,31.0,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Firefox,US
dzi88a51yo,2013-06-11,2013-06-11 01:29:45,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Firefox,NDF
azshrhrwef,2012-07-27,2012-07-27 07:14:45,,FEMALE,63.0,basic,0,en,sem-non-brand,google,omg,Web,Windows Desktop,IE,NDF
jed5c8wcyy,2013-04-11,2013-04-11 23:47:48,,MALE,22.0,facebook,0,en,sem-non-brand,google,omg,Web,Windows Desktop,Chrome,NDF
81iuvj65c8,2011-09-06,2011-09-06 17:04:51,2011-09-06,-unknown-,,basic,3,en,sem-brand,google,omg,Web,Mac Desktop,Safari,US
4ubhbo40op,2012-06-19,2012-06-19 18:51:56,,MALE,42.0,facebook,0,en,other,craigslist,linked,Web,Windows Desktop,Firefox,NDF
bhfrmno3mn,2012-07-25,2012-07-25 18:49:59,2012-07-26,FEMALE,,basic,3,en,direct,direct,untracked,Web,Windows Desktop,IE,US
6jt9cnj6pk,2013-11-10,2013-11-10 23:41:17,2013-11-12,FEMALE,52.0,basic,0,en,seo,google,linked,Web,iPad,Mobile Safari,US
e3cobgzr08,2014-05-08,2014-05-08 01:19:54,,-unknown-,,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,IE,NDF
jjx2uvwisg,2013-05-19,2013-05-19 17:56:58,,MALE,26.0,facebook,12,en,api,other,untracked,iOS,Mac Desktop,Chrome,NDF
oh6aosfa7d,2013-03-14,2013-03-14 00:14:39,,-unknown-,,basic,0,en,sem-non-brand,google,omg,Web,Windows Desktop,IE,NDF
rx10w6ffot,2012-05-17,2012-05-17 22:52:34,2012-05-18,FEMALE,65.0,facebook,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Safari,US
kpw8bj8edo,2013-07-03,2013-07-03 14:35:46,2013-09-25,MALE,60.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
