user_id,action,action_type,action_detail,device_type,secs_elapsed
s3twp1swrx,show,,,Windows Desktop,52.0
s3twp1swrx,personalize,data,wishlist_content_update,Windows Desktop,2012.0
s3twp1swrx,show,view,p3,Windows Desktop,76342.0
s3twp1swrx,dashboard,view,dashboard,Windows Desktop,589.0
s3twp1swrx,confirm_email,click,confirm_email_link,Windows Desktop,33145.0
s3twp1swrx,lookup,,,Windows Desktop,1107.0
s3twp1swrx,search_results,click,view_search_results,Windows Desktop,2281.0
s3twp1swrx,lookup,,,Windows Desktop,968.0
s3twp1swrx,search_results,click,view_search_results,Windows Desktop,1925.0
s3twp1swrx,lookup,,,Windows Desktop,1112.0
s3twp1swrx,show,view,p3,Windows Desktop,25102.0
s3twp1swrx,personalize,data,wishlist_content_update,Windows Desktop,9.0
s3twp1swrx,lookup,,,Windows Desktop,1876.0
s3twp1swrx,index,view,view_search_results,Windows Desktop,157591.0
s3twp1swrx,similar_listings,data,similar_listings,Windows Desktop,264.0
s3twp1swrx,ajax_refresh_subtotal,click,change_trip_characteristics,Windows Desktop,561.0
sk53opq9bb,personalize,data,wishlist_content_update,Windows Desktop,109.0
sk53opq9bb,update,submit,update_listing,Windows Desktop,32895.0
sk53opq9bb,index,view,view_search_results,Windows Desktop,53147.0
sk53opq9bb,search_results,click,view_search_results,Windows Desktop,3634.0
sk53opq9bb,search_results,click,view_search_results,Windows Desktop,19372.0
sk53opq9bb,lookup,,,Windows Desktop,628.0
sk53opq9bb,show,view,p3,Windows Desktop,9800.0
sk53opq9bb,show,,,Windows Desktop,2271.0
sk53opq9bb,ajax_refresh_subtotal,click,change_trip_characteristics,Windows Desktop,1147.0
sk53opq9bb,similar_listings,data,similar_listings,Windows Desktop,61.0
sk53opq9bb,update,submit,update_listing,Windows Desktop,110853.0
sk53opq9bb,index,view,view_search_results,Windows Desktop,66728.0
sk53opq9bb,show,view,p3,Windows Desktop,67358.0
sk53opq9bb,show,,,Windows Desktop,1112.0
sk53opq9bb,ajax_refresh_subtotal,click,change_trip_characteristics,Windows Desktop,976.0
sk53opq9bb,similar_listings,data,similar_listings,Windows Desktop,109.0
sk53opq9bb,show,view,p3,Windows Desktop,116316.0
sk53opq9bb,show,,,Windows Desktop,1361.0
sk53opq9bb,ajax_refresh_subtotal,click,change_trip_characteristics,Windows Desktop,1213.0
sk53opq9bb,similar_listings,data,similar_listings,Windows Desktop,70.0
sk53opq9bb,search_results,click,view_search_results,Windows Desktop,24906.0
sk53opq9bb,search_results,click,view_search_results,Windows Desktop,18542.0
sk53opq9bb,show,view,p3,Windows Desktop,23118.0
sk53opq9bb,show,,,Windows Desktop,1207.0
sk53opq9bb,ajax_refresh_subtotal,click,change_trip_characteristics,Windows Desktop,1355.0
sk53opq9bb,similar_listings,data,similar_listings,Windows Desktop,97.0
sk53opq9bb,lookup,,,Windows Desktop,1098.0
sk53opq9bb,create,submit,create_user,Windows Desktop,
sk53opq9bb,header_userpic,data,header_userpic,Windows Desktop,959.0
2gvx6vvwkd,personalize,data,wishlist_content_update,Windows Desktop,28.0
2gvx6vvwkd,ajax_check_dates,click,change_contact_host_dates,Windows Desktop,1258.0
2gvx6vvwkd,ajax_refresh_subtotal,click,change_trip_characteristics,Windows Desktop,99.0
2gvx6vvwkd,show,view,p3,Windows Desktop,18015.0
2gvx6vvwkd,ask_question,submit,contact_host,Windows Desktop,530.0
2gvx6vvwkd,search_results,click,view_search_results,Windows Desktop,1096.0
2gvx6vvwkd,similar_listings,data,similar_listings,Windows Desktop,124.0
2gvx6vvwkd,personalize,data,wishlist_content_update,Windows Desktop,1257.0
2gvx6vvwkd,,message_post,message_post,Windows Desktop,61053.0
2gvx6vvwkd,,message_post,message_post,Windows Desktop,
2gvx6vvwkd,ajax_refresh_subtotal,click,change_trip_characteristics,Windows Desktop,616.0
2gvx6vvwkd,header_userpic,data,header_userpic,Windows Desktop,2.0
2gvx6vvwkd,index,view,view_search_results,Windows Desktop,37600.0
2gvx6vvwkd,lookup,,,Windows Desktop,1323.0
2gvx6vvwkd,search_results,click,view_search_results,Windows Desktop,36052.0
2gvx6vvwkd,search_results,click,view_search_results,Windows Desktop,101819.0
2gvx6vvwkd,ajax_lwlb_contact,click,contact_host,Windows Desktop,140884.0
2gvx6vvwkd,search_results,click,view_search_results,Windows Desktop,28070.0
2gvx6vvwkd,show,,,Windows Desktop,144.0
2gvx6vvwkd,ask_question,submit,contact_host,Windows Desktop,536.0
2gvx6vvwkd,lookup,,,Windows Desktop,1030.0
w2bwce18gn,show,view,user_profile,Windows Desktop,1345383.0
w2bwce18gn,ajax_refresh_subtotal,click,change_trip_characteristics,Windows Desktop,897.0
w2bwce18gn,show,,,Windows Desktop,90.0
w2bwce18gn,personalize,data,wishlist_content_update,Windows Desktop,871.0
w2bwce18gn,show,view,p3,Windows Desktop,178393.0
w2bwce18gn,ajax_refresh_subtotal,click,change_trip_characteristics,Windows Desktop,1874.0
w2bwce18gn,show,view,p3,Windows Desktop,142910.0
w2bwce18gn,index,-unknown-,-unknown-,Windows Desktop,788.0
w2bwce18gn,transaction_history_paginated,-unknown-,-unknown-,Windows Desktop,30.0
w2bwce18gn,transaction_history_paginated,-unknown-,-unknown-,Windows Desktop,967.0
w2bwce18gn,transaction_history,view,account_transaction_history,Windows Desktop,5644.0
w2bwce18gn,notifications,view,account_notification_settings,Windows Desktop,319.0
w2bwce18gn,account,-unknown-,-unknown-,Windows Desktop,6851.0
w2bwce18gn,hosting_social_proof,-unknown-,-unknown-,Windows Desktop,12.0
w2bwce18gn,header_userpic,data,header_userpic,Windows Desktop,353.0
w2bwce18gn,authenticate,submit,login,Windows Desktop,197077.0
w2bwce18gn,referrer_status,-unknown-,-unknown-,Windows Desktop,629.0
w2bwce18gn,create_multiple,-unknown-,-unknown-,Windows Desktop,27088.0
w2bwce18gn,edit,view,edit_profile,Windows Desktop,19123.0
w2bwce18gn,edit,view,edit_profile,Windows Desktop,13708.0
w2bwce18gn,identity,-unknown-,-unknown-,Windows Desktop,13777.0
w2bwce18gn,edit_verification,view,profile_verifications,Windows Desktop,809.0
w2bwce18gn,callback,partner_callback,oauth_response,Windows Desktop,4345.0
w2bwce18gn,connect,submit,oauth_login,Windows Desktop,13323.0
w2bwce18gn,index,-unknown-,-unknown-,Windows Desktop,64781.0
w2bwce18gn,dashboard,view,dashboard,Windows Desktop,398.0
w2bwce18gn,confirm_email,click,confirm_email_link,Windows Desktop,12694.0
w2bwce18gn,ajax_refresh_subtotal,click,change_trip_characteristics,Windows Desktop,459.0
w2bwce18gn,personalize,data,wishlist_content_update,Windows Desktop,1523.0
w2bwce18gn,show,view,p3,Windows Desktop,19530.0
w2bwce18gn,hosting_social_proof,-unknown-,-unknown-,Windows Desktop,53.0
w2bwce18gn,header_userpic,data,header_userpic,Windows Desktop,964.0
w2bwce18gn,create,submit,create_user,Windows Desktop,
w2bwce18gn,lookup,,,Windows Desktop,10.0
w2bwce18gn,personalize,data,wishlist_content_update,Windows Desktop,1152.0
w2bwce18gn,index,view,view_search_results,Windows Desktop,2719.0
w2bwce18gn,ajax_refresh_subtotal,click,change_trip_characteristics,Windows Desktop,1505.0
w2bwce18gn,show,view,p3,Windows Desktop,315346.0
w2bwce18gn,show_personalize,data,user_profile_content_update,Windows Desktop,863.0
ldawiojdr6,header_userpic,data,header_userpic,Windows Desktop,734.0
ldawiojdr6,dashboard,view,dashboard,Windows Desktop,549.0
ldawiojdr6,confirm_email,click,confirm_email_link,Windows Desktop,12509.0
ldawiojdr6,create,submit,create_user,Windows Desktop,
ldawiojdr6,hosting_social_proof,-unknown-,-unknown-,Windows Desktop,202.0
lour9lgsvj,authenticate,submit,login,iPad Tablet,
lour9lgsvj,show,view,p3,iPad Tablet,1185.0
lour9lgsvj,header_userpic,data,header_userpic,iPad Tablet,2236.0
lour9lgsvj,personalize,data,wishlist_content_update,iPad Tablet,57.0
lour9lgsvj,show,,,iPad Tablet,83.0
lour9lgsvj,similar_listings,data,similar_listings,iPad Tablet,3993.0
lour9lgsvj,ajax_refresh_subtotal,click,change_trip_characteristics,iPad Tablet,40.0
lour9lgsvj,show,view,p3,iPad Tablet,107582.0
lour9lgsvj,personalize,data,wishlist_content_update,iPad Tablet,2333.0
lour9lgsvj,show,,,iPad Tablet,164.0
lour9lgsvj,ajax_refresh_subtotal,click,change_trip_characteristics,iPad Tablet,891.0
lour9lgsvj,similar_listings,data,similar_listings,iPad Tablet,94.0
lour9lgsvj,search_results,click,view_search_results,iPad Tablet,50259.0
lour9lgsvj,search_results,click,view_search_results,iPad Tablet,25842.0
ehny7t7z1t,show,-unknown-,-unknown-,-unknown-,560.0
ehny7t7z1t,active,-unknown-,-unknown-,-unknown-,
bzcp2rdoi7,create,submit,create_phone_numbers,Mac Desktop,315085.0
bzcp2rdoi7,verify,-unknown-,-unknown-,Mac Desktop,15274.0
bzcp2rdoi7,travel_plans_current,view,your_trips,Mac Desktop,1042.0
bzcp2rdoi7,,message_post,message_post,Mac Desktop,5017.0
bzcp2rdoi7,header_userpic,data,header_userpic,Mac Desktop,1122.0
bzcp2rdoi7,dashboard,view,dashboard,Mac Desktop,3220.0
bzcp2rdoi7,cancellation_policies,view,cancellation_policies,Mac Desktop,30426.0
bzcp2rdoi7,pending,booking_request,pending,Mac Desktop,1000.0
bzcp2rdoi7,requested,view,p5,Mac Desktop,2034.0
bzcp2rdoi7,requested,view,p5,Mac Desktop,7374.0
bzcp2rdoi7,requested,view,p5,Mac Desktop,14395.0
bzcp2rdoi7,header_userpic,data,header_userpic,Mac Desktop,4132.0
bzcp2rdoi7,create,submit,create_user,Mac Desktop,
bzcp2rdoi7,requested,view,p5,Mac Desktop,4395.0
bzcp2rdoi7,confirm_email,click,confirm_email_link,Mac Desktop,1144618.0
206ntuc2nb,create,submit,signup,-unknown-,
206ntuc2nb,show,-unknown-,-unknown-,-unknown-,524.0
206ntuc2nb,,message_post,message_post,iPhone,264238.0
206ntuc2nb,active,-unknown-,-unknown-,-unknown-,456960.0
206ntuc2nb,,message_post,message_post,iPhone,58000.0
7g76htw5pq,personalize,data,wishlist_content_update,Mac Desktop,1838.0
7g76htw5pq,search_results,click,view_search_results,Mac Desktop,2431.0
7g76htw5pq,show,view,p3,Mac Desktop,214699.0
7g76htw5pq,similar_listings,data,similar_listings,Mac Desktop,119.0
7g76htw5pq,show,,,Mac Desktop,72.0
7g76htw5pq,ajax_refresh_subtotal,click,change_trip_characteristics,Mac Desktop,2566.0
7g76htw5pq,similar_listings,data,similar_listings,Mac Desktop,67.0
7g76htw5pq,show,view,p3,Mac Desktop,75398.0
7g76htw5pq,personalize,data,wishlist_content_update,Mac Desktop,3319.0
7g76htw5pq,similar_listings,data,similar_listings,Mac Desktop,79.0
7g76htw5pq,ajax_refresh_subtotal,click,change_trip_characteristics,Mac Desktop,2765.0
7g76htw5pq,show,,,Mac Desktop,48.0
7g76htw5pq,personalize,data,wishlist_content_update,Mac Desktop,180.0
7g76htw5pq,header_userpic,data,header_userpic,Mac Desktop,329.0
7g76htw5pq,create,submit,create_user,Mac Desktop,
7g76htw5pq,show,view,p3,Mac Desktop,52993.0
7g76htw5pq,open_graph_setting,-unknown-,-unknown-,Mac Desktop,8733.0
7g76htw5pq,personalize,data,wishlist_content_update,Mac Desktop,3009.0
7g76htw5pq,similar_listings,data,similar_listings,Mac Desktop,487.0
7g76htw5pq,update,submit,update_listing,Mac Desktop,12146.0
7g76htw5pq,index,view,view_search_results,Mac Desktop,49212.0
7g76htw5pq,show,view,p3,Mac Desktop,20984.0
7g76htw5pq,personalize,data,wishlist_content_update,Mac Desktop,3091.0
7g76htw5pq,show,,,Mac Desktop,7.0
7g76htw5pq,ajax_refresh_subtotal,click,change_trip_characteristics,Mac Desktop,2298.0
7g76htw5pq,search_results,click,view_search_results,Mac Desktop,28609.0
7g76htw5pq,lookup,,,Mac Desktop,1606.0
7g76htw5pq,show,view,p3,Mac Desktop,18001.0
7g76htw5pq,personalize,data,wishlist_content_update,Mac Desktop,3976.0
7g76htw5pq,ajax_refresh_subtotal,click,change_trip_characteristics,Mac Desktop,4115.0
7g76htw5pq,show,view,p3,Mac Desktop,42328.0
7g76htw5pq,show,,,Mac Desktop,3382.0
7g76htw5pq,personalize,data,wishlist_content_update,Mac Desktop,60.0
7g76htw5pq,show,,,Mac Desktop,30.0
7g76htw5pq,lookup,,,Mac Desktop,919.0
7g76htw5pq,ajax_refresh_subtotal,click,change_trip_characteristics,Mac Desktop,673.0
7g76htw5pq,ajax_refresh_subtotal,click,change_trip_characteristics,Mac Desktop,2344.0
7g76htw5pq,show,,,Mac Desktop,44.0
seos4yt0o7,cancellation_policies,view,cancellation_policies,Windows Desktop,393750.0
seos4yt0o7,ajax_refresh_subtotal,click,change_trip_characteristics,Windows Desktop,8.0
seos4yt0o7,other_hosting_reviews_first,-unknown-,-unknown-,Windows Desktop,298.0
seos4yt0o7,ajax_refresh_subtotal,click,change_trip_characteristics,Windows Desktop,361.0
seos4yt0o7,lookup,,,Windows Desktop,569.0
seos4yt0o7,ajax_refresh_subtotal,click,change_trip_characteristics,Windows Desktop,296.0
seos4yt0o7,search_results,click,view_search_results,Windows Desktop,4344.0
seos4yt0o7,search_results,click,view_search_results,Windows Desktop,347109.0
seos4yt0o7,show,,,Windows Desktop,40.0
seos4yt0o7,similar_listings,data,similar_listings,Windows Desktop,5539.0
seos4yt0o7,lookup,,,Windows Desktop,853.0
seos4yt0o7,other_hosting_reviews_first,-unknown-,-unknown-,Windows Desktop,315.0
seos4yt0o7,similar_listings,data,similar_listings,Windows Desktop,59.0
seos4yt0o7,ajax_refresh_subtotal,click,change_trip_characteristics,Windows Desktop,3263.0
seos4yt0o7,ajax_refresh_subtotal,click,change_trip_characteristics,Windows Desktop,3947.0
seos4yt0o7,show,,,Windows Desktop,47.0
seos4yt0o7,personalize,data,wishlist_content_update,Windows Desktop,1391.0
seos4yt0o7,show,view,p3,Windows Desktop,427.0
seos4yt0o7,personalize,data,wishlist_content_update,Windows Desktop,79192.0
seos4yt0o7,header_userpic,data,header_userpic,Windows Desktop,3810.0
seos4yt0o7,create,submit,create_user,Windows Desktop,
seos4yt0o7,personalize,data,wishlist_content_update,Windows Desktop,687.0
seos4yt0o7,show,view,p3,Windows Desktop,1337.0
seos4yt0o7,show,view,p3,Windows Desktop,31165.0
kxte9xg6ov,personalize,data,wishlist_content_update,Mac Desktop,182.0
kxte9xg6ov,header_userpic,data,header_userpic,Mac Desktop,759.0
kxte9xg6ov,create,submit,create_user,Mac Desktop,
kxte9xg6ov,calendar_tab_inner2,-unknown-,-unknown-,Mac Desktop,7562.0
kxte9xg6ov,show,,,Mac Desktop,20.0
kxte9xg6ov,calendar_tab_inner2,-unknown-,-unknown-,Mac Desktop,101063.0
kxte9xg6ov,show_personalize,data,user_profile_content_update,Mac Desktop,949.0
kxte9xg6ov,show,view,user_profile,Mac Desktop,69016.0
kxte9xg6ov,show,,,Mac Desktop,70.0
kxte9xg6ov,personalize,data,wishlist_content_update,Mac Desktop,9833.0
kxte9xg6ov,personalize,data,wishlist_content_update,Mac Desktop,206864.0
kxte9xg6ov,personalize,data,wishlist_content_update,Mac Desktop,1167.0
kxte9xg6ov,show,,,Mac Desktop,518.0
kxte9xg6ov,similar_listings,data,similar_listings,Mac Desktop,296.0
kxte9xg6ov,show,,,Mac Desktop,135761.0
kxte9xg6ov,update,submit,update_listing,Mac Desktop,24470.0
kxte9xg6ov,create,-unknown-,-unknown-,Mac Desktop,28517.0
g2v9w7n8a5,collections,view,user_wishlists,Android App Unknown Phone/Tablet,53507.0
g2v9w7n8a5,show,,,Android App Unknown Phone/Tablet,574.0
g2v9w7n8a5,campaigns,,,Android App Unknown Phone/Tablet,1064.0
g2v9w7n8a5,collections,view,user_wishlists,Android App Unknown Phone/Tablet,100.0
g2v9w7n8a5,active,-unknown-,-unknown-,Android App Unknown Phone/Tablet,125.0
g2v9w7n8a5,active,-unknown-,-unknown-,Android App Unknown Phone/Tablet,180.0
g2v9w7n8a5,show,view,user_profile,Android App Unknown Phone/Tablet,682.0
g2v9w7n8a5,social_connections,data,user_social_connections,Android App Unknown Phone/Tablet,459.0
g2v9w7n8a5,show,view,p3,Android App Unknown Phone/Tablet,8620.0
g2v9w7n8a5,show,view,user_profile,Android App Unknown Phone/Tablet,439.0
g2v9w7n8a5,notifications,submit,notifications,Android App Unknown Phone/Tablet,332.0
g2v9w7n8a5,index,-unknown-,-unknown-,Android App Unknown Phone/Tablet,553.0
g2v9w7n8a5,search,click,view_search_results,Android App Unknown Phone/Tablet,36041.0
g2v9w7n8a5,social_connections,data,user_social_connections,Android App Unknown Phone/Tablet,739.0
g2v9w7n8a5,show,view,p3,Android App Unknown Phone/Tablet,5743.0
g2v9w7n8a5,collections,view,user_wishlists,Android App Unknown Phone/Tablet,68963.0
g2v9w7n8a5,active,-unknown-,-unknown-,Android App Unknown Phone/Tablet,188.0
g2v9w7n8a5,search,click,view_search_results,Android App Unknown Phone/Tablet,363.0
g2v9w7n8a5,show,,,Android App Unknown Phone/Tablet,315.0
g2v9w7n8a5,create,submit,signup,Android App Unknown Phone/Tablet,
g2v9w7n8a5,active,-unknown-,-unknown-,Android App Unknown Phone/Tablet,989.0
g2v9w7n8a5,index,-unknown-,-unknown-,Android App Unknown Phone/Tablet,496.0
g2v9w7n8a5,collections,view,user_wishlists,Android App Unknown Phone/Tablet,19590.0
g2v9w7n8a5,active,-unknown-,-unknown-,Android App Unknown Phone/Tablet,224.0
v3xhqa2d18,ask_question,submit,contact_host,Mac Desktop,641.0
v3xhqa2d18,ajax_check_dates,click,change_contact_host_dates,Mac Desktop,1322.0
v3xhqa2d18,ajax_lwlb_contact,click,contact_host,Mac Desktop,4469.0
v3xhqa2d18,ajax_refresh_subtotal,click,change_trip_characteristics,Mac Desktop,381.0
v3xhqa2d18,personalize,data,wishlist_content_update,Mac Desktop,78.0
v3xhqa2d18,show,,,Mac Desktop,1010.0
v3xhqa2d18,hosting_social_proof,-unknown-,-unknown-,Mac Desktop,16655.0
v3xhqa2d18,show,view,p3,Mac Desktop,20795.0
v3xhqa2d18,create,submit,create_user,Mac Desktop,
v3xhqa2d18,header_userpic,data,header_userpic,Mac Desktop,5021.0
v3xhqa2d18,confirm_email,click,confirm_email_link,Mac Desktop,1303173.0
v3xhqa2d18,dashboard,view,dashboard,Mac Desktop,611.0
v3xhqa2d18,ajax_refresh_subtotal,click,change_trip_characteristics,Mac Desktop,15.0
v3xhqa2d18,,message_post,message_post,Mac Desktop,120483.0
h3noq24z7w,search_results,click,view_search_results,Windows Desktop,10662.0
h3noq24z7w,create,submit,create_user,Windows Desktop,
h3noq24z7w,header_userpic,data,header_userpic,Windows Desktop,1013.0
h3noq24z7w,index,view,view_search_results,Windows Desktop,43966.0
h3noq24z7w,show,,,Windows Desktop,2793.0
h3noq24z7w,show,view,p3,Windows Desktop,19411.0
h3noq24z7w,search_results,click,view_search_results,Windows Desktop,38624.0
h3noq24z7w,personalize,data,wishlist_content_update,Windows Desktop,458.0
h3noq24z7w,lookup,,,Windows Desktop,2080.0
h3noq24z7w,similar_listings,data,similar_listings,Windows Desktop,1676.0
h3noq24z7w,ajax_refresh_subtotal,click,change_trip_characteristics,Windows Desktop,528.0
h3noq24z7w,index,view,view_search_results,Windows Desktop,60351.0
pbxptmoidd,dashboard,view,dashboard,Windows Desktop,410.0
pbxptmoidd,header_userpic,data,header_userpic,Windows Desktop,388.0
pbxptmoidd,ajax_check_dates,click,change_contact_host_dates,Windows Desktop,5473.0
pbxptmoidd,,message_post,message_post,Windows Desktop,223300.0
pbxptmoidd,create,submit,create_user,Windows Desktop,
pbxptmoidd,ajax_refresh_subtotal,click,change_trip_characteristics,Windows Desktop,34.0
pbxptmoidd,ask_question,submit,contact_host,Windows Desktop,1327.0
pbxptmoidd,confirm_email,click,confirm_email_link,Windows Desktop,29598.0
ummcaf9xat,cancellation_policies,view,cancellation_policies,Windows Desktop,11935.0
ummcaf9xat,header_userpic,data,header_userpic,Windows Desktop,4278.0
ummcaf9xat,confirm_email,click,confirm_email_link,Android Phone,27189.0
ummcaf9xat,create,submit,create_user,Windows Desktop,
746x051e76,create,submit,create_user,iPhone,
746x051e76,hosting_social_proof,-unknown-,-unknown-,Windows Desktop,107.0
746x051e76,dashboard,view,dashboard,iPhone,505.0
746x051e76,account,-unknown-,-unknown-,Windows Desktop,143927.0
746x051e76,index,-unknown-,-unknown-,Windows Desktop,3838.0
746x051e76,notifications,view,account_notification_settings,Windows Desktop,284.0
746x051e76,authenticate,submit,login,Windows Desktop,699221.0
746x051e76,header_userpic,data,header_userpic,Windows Desktop,272.0
746x051e76,confirm_email,click,confirm_email_link,iPhone,869545.0
746x051e76,header_userpic,data,header_userpic,iPhone,1275.0
746x051e76,index,view,message_thread,Windows Desktop,2465.0
wm7tre1hqm,similar_listings,data,similar_listings,iPad Tablet,147.0
wm7tre1hqm,ajax_refresh_subtotal,click,change_trip_characteristics,iPad Tablet,1022.0
wm7tre1hqm,similar_listings,data,similar_listings,iPad Tablet,91.0
wm7tre1hqm,show,view,p3,iPad Tablet,123056.0
wm7tre1hqm,personalize,data,wishlist_content_update,iPad Tablet,1818.0
wm7tre1hqm,show,,,iPad Tablet,155.0
wm7tre1hqm,ajax_refresh_subtotal,click,change_trip_characteristics,iPad Tablet,1632.0
wm7tre1hqm,similar_listings,data,similar_listings,iPad Tablet,76.0
wm7tre1hqm,show,view,p3,iPad Tablet,54028.0
wm7tre1hqm,personalize,data,wishlist_content_update,iPad Tablet,163.0
wm7tre1hqm,search_results,click,view_search_results,iPad Tablet,16211.0
wm7tre1hqm,personalize,data,wishlist_content_update,iPad Tablet,1670.0
wm7tre1hqm,show,,,iPad Tablet,68.0
wm7tre1hqm,ajax_refresh_subtotal,click,change_trip_characteristics,iPad Tablet,1480.0
wm7tre1hqm,confirm_email,click,confirm_email_link,iPhone,13555.0
wm7tre1hqm,create,submit,create_user,iPad Tablet,
wm7tre1hqm,lookup,,,iPad Tablet,1912.0
wm7tre1hqm,search_results,click,view_search_results,iPad Tablet,846.0
wm7tre1hqm,search_results,click,view_search_results,iPad Tablet,709.0
wm7tre1hqm,header_userpic,data,header_userpic,iPad Tablet,3430.0
wm7tre1hqm,hosting_social_proof,-unknown-,-unknown-,iPad Tablet,93.0
wm7tre1hqm,index,view,view_search_results,iPad Tablet,561061.0
wm7tre1hqm,search_results,click,view_search_results,iPad Tablet,21891.0
wm7tre1hqm,lookup,,,iPad Tablet,2917.0
wm7tre1hqm,lookup,,,iPad Tablet,1491.0
wm7tre1hqm,search_results,click,view_search_results,iPad Tablet,19161.0
wm7tre1hqm,lookup,,,iPad Tablet,2453.0
wm7tre1hqm,search_results,click,view_search_results,iPad Tablet,12022.0
wm7tre1hqm,lookup,,,iPad Tablet,1542.0
wm7tre1hqm,lookup,,,iPad Tablet,1412.0
wm7tre1hqm,show,view,p3,iPad Tablet,52564.0
wm7tre1hqm,personalize,data,wishlist_content_update,iPad Tablet,3006.0
wm7tre1hqm,show,,,iPad Tablet,88.0
v36c75rsuw,similar_listings,data,similar_listings,Windows Desktop,34496.0
v36c75rsuw,header_userpic,data,header_userpic,Windows Desktop,4765.0
v36c75rsuw,cancellation_policies,view,cancellation_policies,Windows Desktop,33832.0
v36c75rsuw,personalize,data,wishlist_content_update,Windows Desktop,9642.0
v36c75rsuw,ajax_lwlb_contact,click,contact_host,Windows Desktop,6809.0
v36c75rsuw,ajax_check_dates,click,change_contact_host_dates,Windows Desktop,1510.0
v36c75rsuw,ajax_refresh_subtotal,click,change_trip_characteristics,Windows Desktop,256.0
v36c75rsuw,,message_post,message_post,Windows Desktop,223505.0
v36c75rsuw,create,submit,create_user,Windows Desktop,
v36c75rsuw,personalize,data,wishlist_content_update,Windows Desktop,1042818.0
6z3chiuo7y,create,submit,create_user,Mac Desktop,
6z3chiuo7y,header_userpic,data,header_userpic,Mac Desktop,10298.0
6z3chiuo7y,confirm_email,click,confirm_email_link,Mac Desktop,164529.0
6z3chiuo7y,dashboard,view,dashboard,Mac Desktop,762.0
6z3chiuo7y,create,submit,create_phone_numbers,Mac Desktop,151002.0
6z3chiuo7y,verify,-unknown-,-unknown-,Mac Desktop,16085.0
bxa1b4hbx7,create,submit,create_phone_numbers,Windows Desktop,89.0
bxa1b4hbx7,pending,booking_request,pending,Windows Desktop,155077.0
bxa1b4hbx7,,message_post,message_post,Windows Desktop,0.0
bxa1b4hbx7,requested,submit,post_checkout_action,Windows Desktop,43193.0
bxa1b4hbx7,requested,view,p5,Windows Desktop,814.0
bxa1b4hbx7,requested,submit,post_checkout_action,Windows Desktop,10474.0
bxa1b4hbx7,requested,view,p5,Windows Desktop,870.0
bxa1b4hbx7,travel_plans_current,view,your_trips,Windows Desktop,11655.0
bxa1b4hbx7,personalize,data,wishlist_content_update,Windows Desktop,76337.0
bxa1b4hbx7,show,,,Windows Desktop,24.0
bxa1b4hbx7,confirm_email,click,confirm_email_link,Windows Desktop,107988.0
bxa1b4hbx7,dashboard,view,dashboard,Windows Desktop,1018.0
bxa1b4hbx7,qt2,view,message_thread,Windows Desktop,46885.0
bxa1b4hbx7,qt_reply_v2,submit,send_message,Windows Desktop,753.0
bxa1b4hbx7,,message_post,message_post,Windows Desktop,182742.0
bxa1b4hbx7,create,submit,create_user,Windows Desktop,
bxa1b4hbx7,header_userpic,data,header_userpic,Windows Desktop,9057.0
bxa1b4hbx7,create,submit,create_phone_numbers,Windows Desktop,218218.0
bxa1b4hbx7,create,submit,create_phone_numbers,Windows Desktop,1.0
bn4355re3b,create,submit,create_user,Mac Desktop,
bn4355re3b,create,submit,create_user,Mac Desktop,945.0
bn4355re3b,login,view,login_page,Mac Desktop,447.0
bn4355re3b,header_userpic,data,header_userpic,Mac Desktop,4394.0
bn4355re3b,cancellation_policies,view,cancellation_policies,Mac Desktop,55166.0
bn4355re3b,personalize,data,wishlist_content_update,Mac Desktop,35892.0
bn4355re3b,show,view,p3,Mac Desktop,372.0
bn4355re3b,personalize,data,wishlist_content_update,Mac Desktop,687.0
bn4355re3b,other_hosting_reviews_first,-unknown-,-unknown-,Mac Desktop,211.0
bn4355re3b,show,,,Mac Desktop,71.0
bn4355re3b,ajax_refresh_subtotal,click,change_trip_characteristics,Mac Desktop,403.0
bn4355re3b,calendar_tab_inner2,-unknown-,-unknown-,Mac Desktop,465.0
bn4355re3b,confirm_email,click,confirm_email_link,Mac Desktop,67116.0
bn4355re3b,calendar_tab_inner2,-unknown-,-unknown-,Mac Desktop,4274.0
bn4355re3b,dashboard,view,dashboard,Mac Desktop,3290.0
isjak4iakc,ask_question,submit,contact_host,Windows Desktop,944.0
isjak4iakc,,message_post,message_post,Windows Desktop,
isjak4iakc,personalize,data,wishlist_content_update,Windows Desktop,76.0
isjak4iakc,header_userpic,data,header_userpic,Windows Desktop,1196.0
isjak4iakc,dashboard,view,dashboard,Windows Desktop,521.0
isjak4iakc,confirm_email,click,confirm_email_link,Windows Desktop,31776.0
isjak4iakc,ajax_refresh_subtotal,click,change_trip_characteristics,Windows Desktop,1758.0
isjak4iakc,show,,,Windows Desktop,260.0
isjak4iakc,show,view,p3,Windows Desktop,52830.0
vkr797108k,header_userpic,data,header_userpic,Mac Desktop,743.0
vkr797108k,update,submit,update_listing,Mac Desktop,7894.0
vkr797108k,create,-unknown-,-unknown-,Mac Desktop,18996.0
vkr797108k,signup_modal,view,signup_modal,Mac Desktop,22782.0
vkr797108k,calendar_tab_inner2,-unknown-,-unknown-,Mac Desktop,5209.0
vkr797108k,authenticate,submit,login,Mac Desktop,3257.0
vkr797108k,login_modal,view,login_modal,Mac Desktop,3352.0
vkr797108k,create,submit,create_user,Mac Desktop,
